0,1,2,3
1160.1425737041386,-293.9175436373915,48.57839763005017,-8.711975307600753
1269.1224431936496,15.630181843399098,-35.394534234332355,17.86128322901198
995.7938889594556,39.15674324394541,-1.709752983033905,4.199340104558217
-407.1808025313534,-67.38031982267431,8.672847831604695,-11.759867315371155
930.3411801543011,189.34074157803747,1.3748007417715677,8.499182563473635
-211.59125901232807,-79.87744625773051,-1.4794569820606494,-2.8992953166354316
821.2108998864409,-47.149669941656285,-32.25499908846002,0.30384699343355936
-25.089977583607876,-74.18601460628632,11.790713892179355,-7.108247067778146
-191.29283442652124,-42.12648962430981,-6.291312406472345,-10.537351976770005
-238.29286318083604,-65.3865069177029,-3.632149592784338,-12.609147582783926
304.687818061543,-17.725059837393673,-17.074547604476074,-4.601968676811158
424.3611282803778,-109.22029973153379,-9.911302694597746,-4.254687871866293
634.5143351580101,167.20543573639085,37.38909870636077,-19.970872980800248
63.042690634630674,111.67757566869028,-8.524777549404742,-4.616178324624076
-196.44120953852138,29.657934246091784,-12.087016766693262,-14.0328735925615
56.0046828322804,-29.1483485773343,-12.616716476298777,-18.712787646107465
235.85811954240302,-108.42564295979166,-7.827053313677259,-4.377258990458748
447.3927796639047,-102.15156644218152,-11.51655417529589,-7.966751938034359
1615.0934525928121,-270.33335105734415,-15.54251793558551,4.881942923360251
-191.62104540131676,12.259177667474924,-6.241019564021875,3.5880339520091598
-285.0512749325816,14.557361895064204,-10.17797122540186,1.4830148955209925
-683.58395232676,-32.576126015865306,15.095342664382164,12.576780482672332
112.56045884124104,-9.160553988383263,-2.9823687661306697,-4.766698596258084
1873.7331160048814,-260.1960553330204,-47.216373478373114,14.719336008593256
1273.7306565898775,-479.32141873753585,-5.782431277860302,-2.0053644756435247
634.87976852435,-79.93167625015705,34.686427421450105,-9.92533251097132
8.59184125743848,-16.98442054496615,-21.56116460514844,-14.644103661875375
677.7845259117668,104.82466196501701,14.660155176095286,-1.3774373435038438
373.7198814939221,-135.334762752177,-19.367168985622765,-22.147547872074526
453.6780888143265,77.39995467565615,-5.438883704152182,1.5746318694749883
903.9812789509606,-38.910187661319654,13.304320838078954,-12.58627203266437
-103.68931153801546,-187.68532430520355,6.172073307212471,-12.772003159130717
524.9452025118677,-31.227626601503133,-2.306425402620668,-6.916370323879541
1062.1715855602604,-50.240148877473494,-31.189422299194998,-0.761086867938547
404.3859342192014,-67.07954492366379,-28.04827607841915,-1.2403778574327828
410.04975592483277,2.8641318972823777,-18.808008382916857,-4.968125357830836
